Station_Code,Well_Name,LATITUDE,LONGITUDE,Elevation,COUNTY_NAME,BASIN_CODE,BASIN_NAME,Well_Depth,WELL_USE,WELL_TYPE
14N01E35P001M,Screen: 985-995 ft,39.012435,-121.829041,46.88,Colusa,5-021.52,Colusa,1039.0,Observation,Part of a nested/multi-completion well
14N01E35P002M,Screen: 545-705 ft,39.012435,-121.829041,46.88,Colusa,5-021.52,Colusa,736.0,Observation,Part of a nested/multi-completion well
14N01E35P003M,Screen: 135-225 ft,39.012435,-121.829041,46.88,Colusa,5-021.52,Colusa,275.0,Observation,Part of a nested/multi-completion well
14N01E35P004M,Screen: 50-60 ft,39.012435,-121.829041,46.88,Colusa,5-021.52,Colusa,71.0,Observation,Part of a nested/multi-completion well
14N02E17C001M,SCMW-1A Shallow,39.06955,-121.77784,33.0,Sutter,5-021.62,Sutter,60.0,Observation,Part of a nested/multi-completion well
14N02E17C002M,SCMW-1B Mid-Shallow,39.06955,-121.77784,33.0,Sutter,5-021.62,Sutter,245.0,Observation,Part of a nested/multi-completion well
14N02E17C003M,SCMW-1C Mid-Deep,39.06955,-121.77784,33.0,Sutter,5-021.62,Sutter,425.0,Observation,Part of a nested/multi-completion well
14N02E17C004M,SCMW-1D Deep,39.06955,-121.77784,33.0,Sutter,5-021.62,Sutter,755.0,Observation,Part of a nested/multi-completion well
14N02E32D001M,SMWC-1A,39.0244,-121.7812,29.4,Sutter,5-021.62,Sutter,64.0,Observation,Part of a nested/multi-completion well
14N02E32D002M,SMWC-1B,39.0244,-121.7812,29.4,Sutter,5-021.62,Sutter,210.0,Observation,Part of a nested/multi-completion well
14N02E32D003M,SMWC-1C,39.0244,-121.7812,29.4,Sutter,5-021.62,Sutter,500.0,Observation,Part of a nested/multi-completion well
14N02W22A002M,14N02W22A002M,39.05398,-122.06067,87.06,Colusa,5-021.52,Colusa,1050.0,Observation,Part of a nested/multi-completion well
14N02W22A003M,14N02W22A003M,39.05398,-122.06067,86.9,Colusa,5-021.52,Colusa,950.0,Observation,Part of a nested/multi-completion well
14N02W22A004M,14N02W22A004M,39.05398,-122.06067,86.825,Colusa,5-021.52,Colusa,620.0,Observation,Part of a nested/multi-completion well
14N02W22A005M,14N02W22A005M,39.05398,-122.06067,86.69,Colusa,5-021.52,Colusa,320.0,Observation,Part of a nested/multi-completion well
14N03E23D003M,FR-1A Shallow,39.045823,-121.611448,52.05,Sutter,5-021.62,Sutter,65.0,Observation,Part of a nested/multi-completion well
14N03E23D004M,FR-1B Middle Shallow,39.045823,-121.611448,52.05,Sutter,5-021.62,Sutter,260.0,Observation,Part of a nested/multi-completion well
14N03E23D005M,FR-1C Middle Deep,39.045823,-121.611448,52.05,Sutter,5-021.62,Sutter,689.0,Observation,Part of a nested/multi-completion well
14N03E23D006M,FR-1D Deep,39.045823,-121.611448,50.73,Sutter,5-021.62,Sutter,1021.0,Observation,Part of a nested/multi-completion well
14N07W19M002M,Screen: unknown,39.048,-122.6855,1733.84,Lake,5-016,High Valley,104.0,Residential,Single Well
15N03W20Q001M,Screen: 370-410 ft,39.132998,-122.216434,128.56,Colusa,5-021.52,Colusa,424.0,Observation,Part of a nested/multi-completion well
15N03W20Q002M,Screen: 130-160 ft,39.132998,-122.216434,128.56,Colusa,5-021.52,Colusa,170.0,Observation,Part of a nested/multi-completion well
15N03W20Q003M,Screen: 30-80 ft,39.132998,-122.216434,128.56,Colusa,5-021.52,Colusa,82.0,Observation,Part of a nested/multi-completion well
15N04E04R002M,YR-1A shallow,39.17588,-121.524015,88.07,Yuba,5-021.61,South Yuba,85.0,Observation,Part of a nested/multi-completion well
15N04E04R003M,YR-1B middle-shallow,39.17588,-121.524015,88.07,Yuba,5-021.61,South Yuba,265.0,Observation,Part of a nested/multi-completion well
15N04E04R004M,YR-1C middle-deep,39.17588,-121.524015,88.07,Yuba,5-021.61,South Yuba,465.0,Observation,Part of a nested/multi-completion well
15N04E04R005M,YR-1D deep,39.17588,-121.524015,88.07,Yuba,5-021.61,South Yuba,625.0,Observation,Part of a nested/multi-completion well
15N04E04R006M,YR-2,39.175737,-121.524076,88.07,Yuba,5-021.61,South Yuba,40.0,Observation,Single Well
16N02W05B001M,Screen: 730-750 ft,39.275273,-122.105677,65.0,Colusa,5-021.52,Colusa,797.0,Observation,Part of a nested/multi-completion well
16N02W05B002M,Screen: 462-473 ft,39.275273,-122.105677,65.0,Colusa,5-021.52,Colusa,535.0,Observation,Part of a nested/multi-completion well
16N02W05B003M,Screen: 174-255 ft,39.275273,-122.105677,65.0,Colusa,5-021.52,Colusa,301.0,Observation,Part of a nested/multi-completion well
16N02W05B004M,Screen: 461-771 ft,39.275247,-122.105576,65.0,Colusa,5-021.52,Colusa,790.0,Irrigation,Single Well
16N03E17J001M,SCMW-3A Shallow,39.239358,-121.65086,77.354,Sutter,5-021.62,Sutter,85.0,Observation,Part of a nested/multi-completion well
16N03E17J002M,SCMW-3B Mid-Shallow,39.239358,-121.65086,77.354,Sutter,5-021.62,Sutter,315.0,Observation,Part of a nested/multi-completion well
16N03E17J003M,SCMW-3C Mid-Middle,39.239358,-121.65086,77.354,Sutter,5-021.62,Sutter,430.0,Observation,Part of a nested/multi-completion well
16N03E17J004M,SCMW-3D Mid-Deep,39.239358,-121.65086,77.354,Sutter,5-021.62,Sutter,615.0,Observation,Part of a nested/multi-completion well
16N03E17J005M,SCMW-3E Deep,39.239358,-121.65086,77.354,Sutter,5-021.62,Sutter,785.0,Observation,Part of a nested/multi-completion well
16N03E36M001M,YCWA-01,39.1975,-121.594,68.0,Yuba,5-021.60,North Yuba,160.0,Observation,Single Well
16N03W14H003M,Screen: 1370-1420 ft,39.241473,-122.153517,65.7,Colusa,5-021.52,Colusa,1481.0,Observation,Part of a nested/multi-completion well
16N03W14H004M,Screen: 1140-1180 ft,39.241473,-122.153517,65.7,Colusa,5-021.52,Colusa,1236.0,Observation,Part of a nested/multi-completion well
16N03W14H005M,Screen: 720-730 ft,39.241473,-122.153517,65.7,Colusa,5-021.52,Colusa,775.0,Observation,Part of a nested/multi-completion well
16N03W14H006M,Screen: 295-305 ft,39.241473,-122.153517,65.7,Colusa,5-021.52,Colusa,378.0,Observation,Part of a nested/multi-completion well
17N01E17F001M,Wild Goose Shallow,39.3257,-121.883,58.97,Butte,5-021.70,Butte,160.0,Observation,Part of a nested/multi-completion well
17N01E17F002M,Wild Goose Inter.,39.32572,-121.882942,59.35,Butte,5-021.70,Butte,326.0,Observation,Part of a nested/multi-completion well
17N01E17F003M,Wild Goose Deep,39.32572,-121.882942,59.35,Butte,5-021.70,Butte,556.0,Observation,Part of a nested/multi-completion well
17N01E24A002M,Screen: 1063-1083 ft,39.31695,-121.800448,72.8,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well
17N01E24A003M,Screen: 770-790 ft,39.31695,-121.800448,72.8,Butte,5-021.70,Butte,833.0,Observation,Part of a nested/multi-completion well
17N01E24A004M,Screen: 371-440 ft,39.31695,-121.800448,72.8,Butte,5-021.70,Butte,480.0,Observation,Part of a nested/multi-completion well
17N01E24A005M,Screen: 220-240 ft,39.31695,-121.800448,72.8,Butte,5-021.70,Butte,305.0,Observation,Part of a nested/multi-completion well
17N01E24A006M,Screen: 45-55 ft,39.316922,-121.800448,72.8,Butte,5-021.70,Butte,75.0,Observation,Part of a nested/multi-completion well
17N01W10A001M,Screen: 770-800 ft,39.343775,-121.951948,64.28,Colusa,5-021.70,Butte,828.0,Observation,Part of a nested/multi-completion well
17N01W10A002M,Screen: 380-425 ft,39.343775,-121.951948,64.28,Colusa,5-021.70,Butte,475.0,Observation,Part of a nested/multi-completion well
17N01W10A003M,Screen: 148-158 ft,39.343775,-121.951948,64.28,Colusa,5-021.70,Butte,204.0,Observation,Part of a nested/multi-completion well
17N01W10A004M,Screen: 88-98 ft,39.343775,-121.951948,64.28,Colusa,5-021.70,Butte,117.0,Observation,Part of a nested/multi-completion well
17N01W20H001H,Screen: 25-30 ft,41.852247,-124.201582,19.89,Del Norte,1-001,Smith River Plain,30.0,Residential,Single Well
17N01W27A001M,Screen: 430-510 ft,39.300987,-121.952991,66.61,Colusa,5-021.70,Butte,581.0,Observation,Part of a nested/multi-completion well
17N01W27A002M,Screen: 260-270 ft,39.300987,-121.952991,66.61,Colusa,5-021.70,Butte,285.0,Observation,Part of a nested/multi-completion well
17N01W27A003M,Screen: 160-170 ft,39.300987,-121.952991,66.61,Colusa,5-021.70,Butte,203.0,Observation,Part of a nested/multi-completion well
17N02E25J001M,BWD MW1 A - Deep,39.2968077,-121.69035624,78.0,Sutter,5-021.62,Sutter,591.0,Observation,Part of a nested/multi-completion well
17N02E25J002M,Screen: 170-210 ft,39.2968077,-121.69035624,78.0,Sutter,5-021.62,Sutter,370.0,Observation,Part of a nested/multi-completion well
17N02E25J003M,BWD MW1 C - Shallow,39.2968077,-121.69035624,78.0,Sutter,5-021.62,Sutter,127.0,Observation,Part of a nested/multi-completion well
17N02W09H002M,Screen: 779-800 ft,39.341681,-122.083787,67.0,Colusa,5-021.52,Colusa,806.0,Observation,Part of a nested/multi-completion well
17N02W09H003M,Screen: 460-520 ft,39.341681,-122.083787,67.0,Colusa,5-021.52,Colusa,578.0,Observation,Part of a nested/multi-completion well
17N02W09H004M,Screen: 250-260 ft,39.341681,-122.083787,67.0,Colusa,5-021.52,Colusa,302.0,Observation,Part of a nested/multi-completion well
17N02W09H005M,Screen: 440-812 ft,39.341631,-122.083817,67.0,Colusa,5-021.52,Colusa,840.0,Irrigation,Single Well
17N03E26A003M,HC-1,39.304207,-121.596904,87.27,Yuba,5-021.60,North Yuba,566.0,Observation,Single Well
17N03E26A004M,HC-2A,39.304387,-121.5969,87.5,Yuba,5-021.60,North Yuba,73.0,Observation,Part of a nested/multi-completion well
17N03E26A005M,HC-2B,39.304387,-121.5969,87.5,Yuba,5-021.60,North Yuba,207.0,Observation,Part of a nested/multi-completion well
17N03E26A006M,HC-2C,39.304387,-121.5969,87.5,Yuba,5-021.60,North Yuba,491.0,Observation,Part of a nested/multi-completion well
18N01E21L001M,Screen: Unknown,39.39723,-121.864922,67.0,Butte,5-021.70,Butte,,Irrigation,Single Well
18N01E35L001M,Screen: 816-836 ft,39.367445,-121.827879,70.0,Butte,5-021.70,Butte,840.0,Observation,Single Well
18N01W02E001M,Screen: 719-729 ft,39.4419,-121.9433,78.5,Glenn,5-021.70,Butte,760.0,Observation,Part of a nested/multi-completion well
18N01W02E002M,Screen: 450-460 ft,39.4419,-121.9433,78.5,Glenn,5-021.70,Butte,492.0,Observation,Part of a nested/multi-completion well
18N01W02E003M,Screen: 110-120 ft,39.4419,-121.9433,78.5,Glenn,5-021.70,Butte,200.0,Observation,Part of a nested/multi-completion well
18N02W18D001M,Screen: 975-985 ft,39.420773,-122.134145,82.43,Glenn,5-021.52,Colusa,996.0,Observation,Part of a nested/multi-completion well
18N02W18D002M,Screen: 620-680 ft,39.420773,-122.134145,82.43,Glenn,5-021.52,Colusa,693.0,Observation,Part of a nested/multi-completion well
18N02W18D003M,Screen: 510-520 ft,39.420773,-122.134145,82.43,Glenn,5-021.52,Colusa,543.0,Observation,Part of a nested/multi-completion well
18N02W18D004M,Screen: 246-256 ft,39.420773,-122.134145,82.43,Glenn,5-021.52,Colusa,266.0,Observation,Part of a nested/multi-completion well
18N04E19D001M,Wyandotte TSS- Deep,39.4051218,-121.5736171,124.871,Butte,5-021.69,Wyandotte Creek,744.0,Observation,Part of a nested/multi-completion well
18N04E19D002M,Wyandotte TSS- Int,39.4051218,-121.5736171,124.926,Butte,5-021.69,Wyandotte Creek,594.0,Observation,Part of a nested/multi-completion well
18N04E19D003M,Wyandotte TSS- S,39.4051218,-121.5736171,124.951,Butte,5-021.69,Wyandotte Creek,220.0,Observation,Part of a nested/multi-completion well
18S23E07N001M,GKGSA-02 Upper,36.37232,-119.52888,256.01,Kings,5-022.11,Kaweah,240.0,Observation,Part of a nested/multi-completion well
18S23E07N002M,GKGSA-02 Middle,36.37232,-119.52888,256.01,Kings,5-022.11,Kaweah,420.0,Observation,Part of a nested/multi-completion well
18S23E07N003M,GKGSA-02 Lower,36.37232,-119.52888,256.01,Kings,5-022.11,Kaweah,756.0,Observation,Part of a nested/multi-completion well
19N01E35B001M,Screen: 85-135 ft,39.463547,-121.827619,86.5,Butte,5-021.70,Butte,156.0,Observation,Part of a nested/multi-completion well
19N01E35B002M,Screen: 930-950 ft,39.463439,-121.82775,86.5,Butte,5-021.70,Butte,980.0,Observation,Part of a nested/multi-completion well
19N01E35B003M,Screen: 490-510 ft,39.463439,-121.82775,86.5,Butte,5-021.70,Butte,523.0,Observation,Part of a nested/multi-completion well
19N01W22D004M,Screen: 780-790 ft,39.49270183,-121.9648084,87.38,Glenn,5-021.70,Butte,820.0,Observation,Part of a nested/multi-completion well
19N01W22D005M,Screen: 520-530 ft,39.49270183,-121.9648084,87.38,Glenn,5-021.70,Butte,555.0,Observation,Part of a nested/multi-completion well
19N01W22D006M,Screen: 340-350 ft,39.49270183,-121.9648084,87.38,Glenn,5-021.70,Butte,380.0,Observation,Part of a nested/multi-completion well
19N01W22D007M,Screen: 80-90 ft,39.49270183,-121.9648084,87.38,Glenn,5-021.70,Butte,120.0,Observation,Part of a nested/multi-completion well
19N01W32E003M,Screen: 45-310 ft,39.457237,-122.001585,89.26,Glenn,5-021.52,Colusa,332.0,Irrigation,Single Well
19N02E07K002M,Screen: 560-570 ft,39.511803,-121.787962,102.7,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well
19N02E07K003M,Screen: 330-340 ft,39.511803,-121.787962,102.7,Butte,5-021.70,Butte,368.0,Observation,Part of a nested/multi-completion well
19N02E07K004M,Screen: 140-150 ft,39.511803,-121.787962,102.7,Butte,5-021.70,Butte,192.0,Observation,Part of a nested/multi-completion well
19N02E13Q001M,Screen: 130-210 ft,39.494417,-121.693126,119.88,Butte,5-021.70,Butte,221.0,Observation,Single Well
19N02E13Q002M,Screen: 470-480 ft,39.494409,-121.693199,119.88,Butte,5-021.70,Butte,495.0,Observation,Part of a nested/multi-completion well
19N02E13Q003M,Screen: 670-680 ft,39.494409,-121.693199,119.88,Butte,5-021.70,Butte,690.0,Observation,Part of a nested/multi-completion well
19N02W08Q001M,Screen: 856-876 ft,39.5157,-122.112233,108.36,Glenn,5-021.52,Colusa,910.0,Observation,Part of a nested/multi-completion well
19N02W08Q002M,Screen: 208-218 ft,39.5157,-122.112233,108.36,Glenn,5-021.52,Colusa,228.0,Observation,Part of a nested/multi-completion well
19N02W08Q003M,Screen: 77-87 ft,39.5157,-122.112233,108.36,Glenn,5-021.52,Colusa,136.0,Observation,Part of a nested/multi-completion well
19N02W33K001M,Screen: 160-260 ft,39.455965,-122.085433,87.41,Glenn,5-021.52,Colusa,260.0,Irrigation,Single Well
19N04W14M002M,Screen: 45-55 ft,39.502267,-122.283723,185.83,Glenn,5-021.52,Colusa,65.0,Observation,Single Well
19S23E30A001M,MKGSA-02 Upper,36.25434,-119.51058,230.7,Tulare,5-022.11,Kaweah,300.0,Observation,Part of a nested/multi-completion well
19S23E30A002M,MKGSA-02 Middle,36.25434,-119.51058,230.7,Tulare,5-022.11,Kaweah,420.0,Observation,Part of a nested/multi-completion well
19S23E30A003M,MKGSA-02 Lower,36.25434,-119.51058,230.7,Tulare,5-022.11,Kaweah,960.0,Observation,Part of a nested/multi-completion well
20N01E02H003M,Screen: 70-180 ft,39.615756,-121.822158,132.34,Butte,5-021.57,Vina,201.0,Observation,Single Well
20N01E13Q002M,Screen: Unknown,39.583073,-121.806862,122.0,Butte,5-021.70,Butte,,Irrigation,Single Well
20N01E18L001M,Screen: 767-894 ft,39.577074,-121.908207,107.35,Butte,5-021.70,Butte,940.0,Observation,Part of a nested/multi-completion well
20N01E18L002M,Screen: 509-562 ft,39.577063,-121.908277,107.35,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well
20N01E18L003M,Screen: 98-108 ft,39.577063,-121.908277,107.35,Butte,5-021.70,Butte,173.0,Observation,Part of a nested/multi-completion well
20N02E09G001M,Screen: 130-180 ft,39.615453,-121.739123,148.84,Butte,5-021.57,Vina,202.0,Observation,Single Well
20N02E15H001M,Screen: 170-180 ft,39.589093,-121.730317,144.01,Butte,5-021.70,Butte,190.0,Observation,Single Well
20N02E15H002M,Screen: 55-65- ft,39.589151,-121.730404,144.12,Butte,5-021.70,Butte,75.0,Observation,Single Well
20N02E16P001M,Screen: Unknown,39.58305,-121.754047,131.83,Butte,5-021.70,Butte,466.0,Irrigation,Single Well
20N02E24C001M,Screen: 124-134 ft,39.581199,-121.70257,157.75,Butte,5-021.57,Vina,155.0,Observation,Part of a nested/multi-completion well
20N02E24C002M,Screen: 336-377 ft,39.581199,-121.70257,157.75,Butte,5-021.57,Vina,390.0,Observation,Part of a nested/multi-completion well
20N02E24C003M,Screen: 484-505 ft,39.581199,-121.70257,157.75,Butte,5-021.57,Vina,520.0,Observation,Part of a nested/multi-completion well
20N02W11A001M,Screen: 70-90 ft,39.608717,-122.045553,125.4,Glenn,5-021.52,Colusa,90.0,Observation,Part of a nested/multi-completion well
20N02W11A002M,Screen: 140-160 ft,39.608717,-122.045553,125.4,Glenn,5-021.52,Colusa,160.0,Observation,Part of a nested/multi-completion well
20N02W11A003M,Screen: 490-510 ft,39.608717,-122.045553,125.4,Glenn,5-021.52,Colusa,510.0,Observation,Part of a nested/multi-completion well
20N02W18R005M,Screen: 920-980 ft,39.585509,-122.116998,131.38,Glenn,5-021.52,Colusa,1020.0,Observation,Part of a nested/multi-completion well
20N02W18R006M,Screen: 635-655 ft,39.585509,-122.116998,131.38,Glenn,5-021.52,Colusa,706.0,Observation,Part of a nested/multi-completion well
20N02W18R007M,Screen: 450-526 ft,39.585509,-122.116998,131.38,Glenn,5-021.52,Colusa,535.0,Observation,Part of a nested/multi-completion well
20N02W18R008M,Screen: 140-180 ft,39.585509,-122.116998,131.38,Glenn,5-021.52,Colusa,201.0,Observation,Part of a nested/multi-completion well
20N02W25F001M,Screen: 940-960 ft,39.55949358,-122.0326337,102.2,Glenn,5-021.52,Colusa,1000.0,Observation,Part of a nested/multi-completion well
20N02W25F002M,Screen: 420-470 ft,39.559495,-122.032609,102.2,Glenn,5-021.52,Colusa,513.0,Observation,Part of a nested/multi-completion well
20N02W25F003M,Screen: 190-260 ft,39.559495,-122.032609,102.2,Glenn,5-021.52,Colusa,283.0,Observation,Part of a nested/multi-completion well
20N02W25F004M,Screen: 55-65 ft,39.559495,-122.032609,102.2,Glenn,5-021.52,Colusa,85.0,Observation,Part of a nested/multi-completion well
20N02W33B001M,Screen: 100-320 ft,39.549598,-122.08387,105.41,Glenn,5-021.52,Colusa,326.0,Observation,Single Well
20N03E31M001M,Screen: 130-180 ft,39.54458,-121.687321,133.02,Butte,5-021.57,Vina,201.0,Observation,Single Well
20N03E33L001M,Screen: Unknown,39.543565,-121.646642,151.33,Butte,5-021.57,Vina,101.0,Other,Single Well
20N03W07E001M,Screen: 984-1014 ft,39.604892,-122.249484,179.175,Glenn,5-021.52,Colusa,1030.0,Observation,Part of a nested/multi-completion well
20N03W07E002M,Screen: 616-636 ft,39.604892,-122.249484,179.175,Glenn,5-021.52,Colusa,664.0,Observation,Part of a nested/multi-completion well
20N03W07E003M,Screen: 380-485 ft,39.604892,-122.249484,179.175,Glenn,5-021.52,Colusa,515.0,Observation,Part of a nested/multi-completion well
20N03W07E004M,Screen: 118-128 ft,39.604892,-122.249484,179.175,Glenn,5-021.52,Colusa,160.0,Observation,Part of a nested/multi-completion well
20S21E02J002M,GKGSA-01 Upper,36.21492,-119.65521,191.71,Kings,5-022.11,Kaweah,160.0,Observation,Part of a nested/multi-completion well
20S21E02J003M,GKGSA-01 Middle,36.21492,-119.65521,191.71,Kings,5-022.11,Kaweah,240.0,Observation,Part of a nested/multi-completion well
20S21E02J004M,GKGSA-01 Lower,36.21492,-119.65521,191.71,Kings,5-022.11,Kaweah,450.0,Observation,Part of a nested/multi-completion well
20S21E02J005M,GKGSA-01 Deep,36.21492,-119.65521,191.71,Kings,5-022.11,Kaweah,658.0,Observation,Part of a nested/multi-completion well
20S23E21K001M,MKGSA-01 Upper,36.17377,-119.47984,220.96,Tulare,5-022.11,Kaweah,310.0,Observation,Part of a nested/multi-completion well
